Date,Close
1/3/2017,129.25
1/4/2017,131.13
1/5/2017,131.02
1/6/2017,131.28
1/9/2017,131.17
1/10/2017,131.83
1/11/2017,132.08
1/12/2017,131.95
1/13/2017,132.27
1/17/2017,132.43
1/18/2017,132.23
1/19/2017,131.81
1/20/2017,132.16
1/23/2017,132.24
1/24/2017,133.52
1/25/2017,134.31
1/26/2017,134.41
1/27/2017,133.87
1/30/2017,133.69
1/31/2017,133.52
2/1/2017,133.22
2/2/2017,133.04
2/3/2017,133.08
2/6/2017,132.7
2/7/2017,132.46
2/8/2017,133.21
2/9/2017,134.26
2/10/2017,134.98
2/13/2017,135.1
2/14/2017,135.82
2/15/2017,136.67
2/16/2017,135.87
2/17/2017,136.33
2/21/2017,137.18
2/22/2017,137.25
2/23/2017,136
2/24/2017,136.61
2/27/2017,136.9
2/28/2017,135.87
3/1/2017,137.2
3/2/2017,137
3/3/2017,136.76
3/6/2017,136.24
3/7/2017,135.85
3/8/2017,136.33
3/9/2017,136.16
3/10/2017,136.46
3/13/2017,136.83
3/14/2017,136.9
3/15/2017,137.66
3/16/2017,137.91
3/17/2017,138.01
3/20/2017,137.6
3/21/2017,135.74
3/22/2017,135.84
3/23/2017,136.23
3/24/2017,136.01
3/27/2017,136.24
3/28/2017,137.32
3/29/2017,137.97
3/30/2017,138.34
3/31/2017,138.47
4/3/2017,137.87
4/4/2017,137.56
4/5/2017,137.11
4/6/2017,137.78
4/7/2017,137.36
4/10/2017,137.81
4/11/2017,137.91
4/12/2017,137.21
4/13/2017,136.33
4/17/2017,137.52
4/18/2017,137.7
4/19/2017,137.97
4/20/2017,139.43
4/21/2017,139.19
4/24/2017,140.04
4/25/2017,141.14
4/26/2017,141.95
4/27/2017,142.56
4/28/2017,141.88
5/1/2017,142.04
5/2/2017,142.1
5/3/2017,141.34
5/4/2017,141.04
5/5/2017,141.95
5/8/2017,141.95
5/9/2017,142.92
5/10/2017,142.64
5/11/2017,141.74
5/12/2017,141.35
5/15/2017,141.38
5/16/2017,140.82
5/17/2017,138.43
5/18/2017,139.2
5/19/2017,140.04
5/22/2017,140.89
5/23/2017,140.25
5/24/2017,140.77
5/25/2017,141.95
5/26/2017,142.49
5/30/2017,142.57
5/31/2017,142.92
6/1/2017,144.43
6/2/2017,145.05
6/5/2017,144.62
6/6/2017,143.48
6/7/2017,143.85
6/8/2017,143.17
6/9/2017,142.57
6/12/2017,142.47
6/13/2017,143.51
6/14/2017,143.48
6/15/2017,142.82
6/16/2017,142.59
6/19/2017,143.76
6/20/2017,141.96
6/21/2017,142.12
6/22/2017,142
6/23/2017,142.12
6/26/2017,142.5
6/27/2017,141.52
6/28/2017,142.46
6/29/2017,141.23
6/30/2017,141.97
7/3/2017,141.72
7/5/2017,141.17
7/6/2017,139.58
7/7/2017,140.74
7/10/2017,140.91
7/11/2017,140.8
7/12/2017,141.79
7/13/2017,141.94
7/14/2017,142.38
7/17/2017,142.64
7/18/2017,143.18
7/19/2017,143.94
7/20/2017,143.77
7/21/2017,143.77
7/24/2017,143.42
7/25/2017,144.42
7/26/2017,144.42
7/27/2017,145.25
7/28/2017,144.31
7/31/2017,144.14
8/1/2017,144.5
8/2/2017,143.96
8/3/2017,143.71
8/4/2017,143.88
8/7/2017,144.17
8/8/2017,144.05
8/9/2017,143.48
8/10/2017,141.21
8/11/2017,141.98
8/14/2017,142.93
8/15/2017,141.71
8/16/2017,142.23
8/17/2017,139.99
8/18/2017,139.31
8/21/2017,139.55
8/22/2017,140.95
8/23/2017,139.95
8/24/2017,139.69
8/25/2017,140.06
8/28/2017,140.16
8/29/2017,139.89
8/30/2017,140.81
8/31/2017,141.72
9/1/2017,142.45
9/5/2017,141.79
9/6/2017,142.51
9/7/2017,141.45
9/8/2017,141.01
9/11/2017,141.83
9/12/2017,142.64
9/13/2017,143.58
9/14/2017,143.08
9/15/2017,142.85
9/18/2017,142.45
9/19/2017,142.32
9/20/2017,142.8
9/21/2017,142.46
9/22/2017,142.71
9/25/2017,142.42
9/26/2017,142.57
9/27/2017,142.87
9/28/2017,142.77
9/29/2017,143.34
10/2/2017,143.79
10/3/2017,144.29
10/4/2017,144.92
10/5/2017,145.7
10/6/2017,145.81
10/9/2017,145.12
10/10/2017,145.03
10/11/2017,145.1
10/12/2017,144.11
10/13/2017,144.59
10/16/2017,144.81
10/17/2017,144.91
10/18/2017,144.7
10/19/2017,144.68
10/20/2017,145.13
10/23/2017,144.15
10/24/2017,144.58
10/25/2017,143.92
10/26/2017,144.37
10/27/2017,146.1
10/30/2017,145.51
10/31/2017,145.69
11/1/2017,145.68
11/2/2017,144.54
11/3/2017,144.97
11/6/2017,145.9
11/7/2017,144.93
11/8/2017,145.08
11/9/2017,145.36
11/10/2017,145.83
11/13/2017,146.28
11/14/2017,146.41
11/15/2017,145.91
11/16/2017,147.18
11/17/2017,148
11/20/2017,148.31
11/21/2017,149.14
11/22/2017,149.29
11/24/2017,149.59
11/27/2017,149.59
11/28/2017,151.4
11/29/2017,152.23
11/30/2017,152.97
12/1/2017,152.93
12/4/2017,154.51
12/5/2017,153.57
12/6/2017,152.7
12/7/2017,153.17
12/8/2017,153.87
12/11/2017,154.26
12/12/2017,154.27
12/13/2017,154.4
12/14/2017,154.15
12/15/2017,154.88
12/18/2017,156.46
12/19/2017,156.3
12/20/2017,156.01
12/21/2017,157.02
12/22/2017,156.66
12/26/2017,156.85
12/27/2017,156.53
12/28/2017,157
12/29/2017,155.97
1/2/2018,158.06
1/3/2018,158.86
1/4/2018,159.24
1/5/2018,160.52
1/8/2018,160.77
1/9/2018,160.95
1/10/2018,160.79
1/11/2018,163.52
1/12/2018,165.34
1/16/2018,164.1
1/17/2018,164.98
1/18/2018,164.86
1/19/2018,166.47
1/22/2018,168.12
1/23/2018,169.38
1/24/2018,169.98
1/25/2018,169.6
