Date,Close
1/4/2010,69.87
1/5/2010,70.29
1/6/2010,71.28
1/7/2010,70.97
1/8/2010,71.74
1/11/2010,71.5
1/12/2010,70.11
1/13/2010,70.75
1/14/2010,70.09
1/15/2010,69.44
1/19/2010,70.63
1/20/2010,69.54
1/21/2010,66.65
1/22/2010,65.12
1/25/2010,65.62
1/26/2010,64.96
1/27/2010,64.61
1/28/2010,63.3
1/29/2010,62.29
2/1/2010,64.37
2/2/2010,64.94
2/3/2010,64.29
2/4/2010,61.69
2/5/2010,62.66
2/8/2010,61.58
2/9/2010,63.12
2/10/2010,62.89
2/11/2010,63.85
2/12/2010,64.01
2/16/2010,65.62
2/17/2010,65.76
2/18/2010,66.48
2/19/2010,66.83
2/22/2010,66.69
2/23/2010,65.42
2/24/2010,65.52
2/25/2010,65.58
2/26/2010,65.46
3/1/2010,66.67
3/2/2010,67.46
3/3/2010,68.1
3/4/2010,68.27
3/5/2010,69.22
3/8/2010,69.17
3/9/2010,68.92
3/10/2010,68.93
3/11/2010,69.18
3/12/2010,69.68
3/15/2010,69.45
3/16/2010,70.47
3/17/2010,70.97
3/18/2010,70.45
3/19/2010,69.6
3/22/2010,70.5
3/23/2010,71.49
3/24/2010,71.21
3/25/2010,69.75
3/26/2010,70.26
3/29/2010,70.99
3/30/2010,71.09
3/31/2010,70.78
4/1/2010,71.9
4/5/2010,72.95
4/6/2010,73.16
4/7/2010,72.68
4/8/2010,72.84
4/9/2010,73.16
4/12/2010,72.75
4/13/2010,72.63
4/14/2010,73.27
4/15/2010,73.21
4/16/2010,72.02
4/19/2010,71.93
4/20/2010,72.27
4/21/2010,72.3
4/22/2010,72.89
4/23/2010,73.91
4/26/2010,73.86
4/27/2010,71.52
4/28/2010,72.12
4/29/2010,72.9
4/30/2010,71.51
5/3/2010,71.84
5/4/2010,69.24
5/5/2010,68.52
5/6/2010,66.49
5/7/2010,65.48
5/10/2010,68.72
5/11/2010,68.04
5/12/2010,69.57
5/13/2010,68.88
5/14/2010,67.05
5/17/2010,66.88
5/18/2010,65.94
5/19/2010,65.51
5/20/2010,62.44
5/21/2010,63.94
5/24/2010,63.02
5/25/2010,63.7
5/26/2010,63.49
5/27/2010,66.14
5/28/2010,65.12
6/1/2010,62.98
6/2/2010,64.74
6/3/2010,64.34
6/4/2010,61.61
6/7/2010,60.49
6/8/2010,61.61
6/9/2010,61.52
6/10/2010,63.79
6/11/2010,64.75
6/14/2010,64.21
6/15/2010,65.95
6/16/2010,65.78
6/17/2010,65.53
6/18/2010,65.85
6/21/2010,66.01
6/22/2010,64.44
6/23/2010,64.47
6/24/2010,62.8
6/25/2010,63.72
6/28/2010,63.07
6/29/2010,60.76
6/30/2010,60.04
7/1/2010,59.63
7/2/2010,59.32
7/6/2010,59.18
7/7/2010,61.57
7/8/2010,62.55
7/9/2010,64.02
7/12/2010,63.17
7/13/2010,64.69
7/14/2010,64.6
7/15/2010,64.59
7/16/2010,62.59
7/19/2010,62.73
7/20/2010,64.58
7/21/2010,64.23
7/22/2010,65.9
7/23/2010,67.36
7/26/2010,67.77
7/27/2010,67.25
7/28/2010,66.74
7/29/2010,66.86
7/30/2010,67.21
8/2/2010,68.91
8/3/2010,67.82
8/4/2010,68.46
8/5/2010,68.61
8/6/2010,68.4
8/9/2010,68.76
8/10/2010,68
8/11/2010,65.76
8/12/2010,66.05
8/13/2010,65.7
8/16/2010,66
8/17/2010,67.68
8/18/2010,67.91
8/19/2010,66.38
8/20/2010,66.15
8/23/2010,65.43
8/24/2010,64.01
8/25/2010,64.23
8/26/2010,64.23
8/27/2010,66.07
8/30/2010,65.05
8/31/2010,65.38
9/1/2010,67.43
9/2/2010,68.25
9/3/2010,69.06
9/7/2010,68.44
9/8/2010,68.86
9/9/2010,68.72
9/10/2010,69.09
9/13/2010,70.27
9/14/2010,70.23
9/15/2010,70.18
9/16/2010,70.5
9/17/2010,70.49
9/20/2010,71.03
9/21/2010,70.66
9/22/2010,70.78
9/23/2010,70.07
9/24/2010,71.8
9/27/2010,71.49
9/28/2010,71.7
9/29/2010,71.15
9/30/2010,70.9
10/1/2010,71.69
10/4/2010,70.69
10/5/2010,72.63
10/6/2010,73
10/7/2010,72.6
10/8/2010,74
10/11/2010,74.01
10/12/2010,74.15
10/13/2010,75.43
10/14/2010,74.77
10/15/2010,75.01
10/18/2010,75.2
10/19/2010,73.55
10/20/2010,75.06
10/21/2010,74.96
10/22/2010,74.55
10/25/2010,75.9
