Date,Close
1/3/2006,57.52
1/4/2006,58.13
1/5/2006,57.98
1/6/2006,58.45
1/9/2006,58.75
1/10/2006,58.76
1/11/2006,58.75
1/12/2006,58.38
1/13/2006,58.19
1/17/2006,57.77
1/18/2006,57.86
1/19/2006,58.3
1/20/2006,57.04
1/23/2006,57.19
1/24/2006,57.72
1/25/2006,57.51
1/26/2006,58.22
1/27/2006,58.44
1/30/2006,58.55
1/31/2006,58.57
2/1/2006,58.92
2/2/2006,58.44
2/3/2006,58.35
2/6/2006,58.56
2/7/2006,58.03
2/8/2006,58.48
2/9/2006,58.7
2/10/2006,59.07
2/13/2006,58.86
2/14/2006,59.61
2/15/2006,59.89
2/16/2006,59.9
2/17/2006,60.24
2/21/2006,60.07
2/22/2006,60.55
2/23/2006,60.55
2/24/2006,60.69
2/27/2006,61.04
2/28/2006,60.3
3/1/2006,60.79
3/2/2006,60.67
3/3/2006,60.89
3/6/2006,60.41
3/7/2006,60.27
3/8/2006,60.22
3/9/2006,60.14
3/10/2006,60.62
3/13/2006,60.67
3/14/2006,61.36
3/15/2006,62.22
3/16/2006,62.39
3/17/2006,62.67
3/20/2006,62.73
3/21/2006,62.3
3/22/2006,62.96
3/23/2006,62.59
3/24/2006,62.67
3/27/2006,62.63
3/28/2006,62.27
3/29/2006,62.89
3/30/2006,62.98
3/31/2006,63.07
4/3/2006,63.33
4/4/2006,63.61
4/5/2006,63.75
4/6/2006,63.72
4/7/2006,63.16
4/10/2006,63.07
4/11/2006,62.71
4/12/2006,63.26
4/13/2006,62.9
4/17/2006,62.71
4/18/2006,64.16
4/19/2006,64.71
4/20/2006,64.93
4/21/2006,64.94
4/24/2006,64.98
4/25/2006,64.45
4/26/2006,64.7
4/27/2006,64.43
4/28/2006,64.36
5/1/2006,64.43
5/2/2006,64.91
5/3/2006,65.01
5/4/2006,65.81
5/5/2006,66.53
5/8/2006,66.46
5/9/2006,66.6
5/10/2006,66.53
5/11/2006,65.84
5/12/2006,64.74
5/15/2006,64.76
5/16/2006,64.72
5/17/2006,63.36
5/18/2006,62.79
5/19/2006,62.85
5/22/2006,62.7
5/23/2006,62.47
5/24/2006,62.3
5/25/2006,62.85
5/26/2006,63.17
5/30/2006,62.25
5/31/2006,62.79
6/1/2006,63.59
6/2/2006,63.62
6/5/2006,62.14
6/6/2006,61.76
6/7/2006,61.37
6/8/2006,61.19
6/9/2006,60.85
6/12/2006,59.78
6/13/2006,59.4
6/14/2006,59.71
6/15/2006,61.48
6/16/2006,61.34
6/19/2006,60.64
6/20/2006,60.68
6/21/2006,61.41
6/22/2006,61.25
6/23/2006,61.4
6/26/2006,61.47
6/27/2006,60.89
6/28/2006,60.99
6/29/2006,62.54
6/30/2006,62.6
7/5/2006,62.48
7/6/2006,62.59
7/7/2006,61.68
7/10/2006,61.75
7/11/2006,61.92
7/12/2006,61.16
7/13/2006,59.94
7/14/2006,59.05
7/17/2006,58.83
7/18/2006,58.97
7/19/2006,60.38
7/20/2006,58.97
7/21/2006,58.16
7/24/2006,59.26
7/25/2006,59.36
7/26/2006,58.69
7/27/2006,58.51
7/28/2006,59.3
7/31/2006,59.11
8/1/2006,58.55
8/2/2006,59.06
8/3/2006,59.65
8/4/2006,59.47
8/7/2006,59.11
