Date,Close
1/2/2014,102.46
1/3/2014,102.34
1/6/2014,101.71
1/7/2014,101.67
1/8/2014,102.07
1/9/2014,101.85
1/10/2014,102.29
1/13/2014,100.91
1/14/2014,102.19
1/15/2014,102.91
1/16/2014,102.98
1/17/2014,102.68
1/21/2014,103.12
1/22/2014,102.45
1/23/2014,101.12
1/24/2014,98.24
1/27/2014,97.78
1/28/2014,98.36
1/29/2014,98.76
1/30/2014,99.23
1/31/2014,98.77
2/3/2014,96.16
2/4/2014,97.09
2/5/2014,97.12
2/6/2014,98.59
2/7/2014,99.94
2/10/2014,100.28
2/11/2014,101.59
2/12/2014,101.6
2/13/2014,102.66
2/14/2014,103.37
2/18/2014,103.57
2/19/2014,102.72
2/20/2014,103.69
2/21/2014,103.58
2/24/2014,103.05
2/25/2014,103.39
2/26/2014,104.32
2/27/2014,105.02
2/28/2014,105.43
3/3/2014,105.12
3/4/2014,106.79
3/5/2014,106.97
3/6/2014,107.41
3/7/2014,107.15
3/10/2014,106.85
3/11/2014,105.81
3/12/2014,105.75
3/13/2014,104.81
3/14/2014,104.96
3/17/2014,105.73
3/18/2014,106.51
3/19/2014,105.59
3/20/2014,106.05
3/21/2014,106.5
3/24/2014,105.53
3/25/2014,106.16
3/26/2014,104.47
3/27/2014,104.27
3/28/2014,104.91
3/31/2014,106.31
4/1/2014,107.07
4/2/2014,107.82
4/3/2014,107.88
4/4/2014,106.56
4/7/2014,104.79
4/8/2014,105.33
4/9/2014,106.77
4/10/2014,104.71
4/11/2014,103.37
4/14/2014,104.14
4/15/2014,104.65
4/16/2014,106.12
4/17/2014,106.41
4/21/2014,106.55
4/22/2014,107.01
4/23/2014,106.87
4/24/2014,106.39
4/25/2014,105.56
4/28/2014,105
4/29/2014,105.77
4/30/2014,106.48
5/1/2014,106.02
5/2/2014,106.54
5/5/2014,106.88
5/6/2014,106.29
5/7/2014,107.11
5/8/2014,106.5
5/9/2014,106.52
5/12/2014,108.17
5/13/2014,108.04
5/14/2014,107.91
5/15/2014,106.31
5/16/2014,106.68
5/19/2014,107.34
5/20/2014,106.55
5/21/2014,107.1
5/22/2014,107.33
5/23/2014,108.3
5/27/2014,108.34
5/28/2014,108.28
5/29/2014,109.37
5/30/2014,109.2
6/2/2014,109.6
6/3/2014,109.32
6/4/2014,109.6
6/5/2014,110.28
6/6/2014,110.97
6/9/2014,110.65
6/10/2014,110.81
6/11/2014,110.31
6/12/2014,109.33
6/13/2014,109.81
6/16/2014,109.66
6/17/2014,110.05
6/18/2014,111.12
6/19/2014,111.03
6/20/2014,111.64
6/23/2014,111.77
6/24/2014,110.7
6/25/2014,111.56
6/26/2014,111.36
6/27/2014,111.34
6/30/2014,111.76
7/1/2014,112.19
7/2/2014,112.19
7/3/2014,113.05
7/7/2014,111.94
7/8/2014,111.58
7/9/2014,111.92
7/10/2014,111.2
7/11/2014,111.41
7/14/2014,111.47
7/15/2014,111.19
7/16/2014,111.79
7/17/2014,111.13
7/18/2014,112.02
7/21/2014,111.58
7/22/2014,111.87
7/23/2014,112.17
7/24/2014,112.14
7/25/2014,112.3
7/28/2014,112.5
7/29/2014,111.7
7/30/2014,111.26
7/31/2014,108.98
8/1/2014,109.07
8/4/2014,110.31
8/5/2014,109.27
8/6/2014,109.94
8/7/2014,109.1
8/8/2014,110.24
8/11/2014,110.25
8/12/2014,110.41
8/13/2014,111.03
8/14/2014,111.15
8/15/2014,111.34
8/18/2014,112.53
8/19/2014,112.93
8/20/2014,113
8/21/2014,112.88
8/22/2014,112.52
8/25/2014,112.91
8/26/2014,113.21
8/27/2014,113.2
8/28/2014,113.18
8/29/2014,113.52
9/2/2014,113.16
9/3/2014,113.48
9/4/2014,113.29
9/5/2014,113.75
9/8/2014,113.19
9/9/2014,112.23
9/10/2014,112.33
9/11/2014,112.46
9/12/2014,111.72
9/15/2014,111.79
9/16/2014,112.4
9/17/2014,112.93
9/18/2014,113.52
9/19/2014,113.18
9/22/2014,112.71
9/23/2014,112.08
9/24/2014,112.93
9/25/2014,111.21
9/26/2014,112.06
9/29/2014,111.55
9/30/2014,110.18
10/1/2014,107.61
10/2/2014,107.38
10/3/2014,107.63
10/6/2014,107.53
10/7/2014,105.61
10/8/2014,107.07
10/9/2014,104.19
10/10/2014,102.41
10/13/2014,99.93
10/14/2014,100.41
10/15/2014,101.32
10/16/2014,102.44
10/17/2014,103.7
10/20/2014,105.18
10/21/2014,107.69
10/22/2014,106.52
10/23/2014,106.95
10/24/2014,107.71
10/27/2014,105.52
10/28/2014,106.97
10/29/2014,105.74
10/30/2014,106.4
10/31/2014,108.4
11/3/2014,107.67
11/4/2014,106.59
11/5/2014,107.55
11/6/2014,108.5
11/7/2014,109.13
11/10/2014,109.33
11/11/2014,109.7
11/12/2014,110.04
11/13/2014,109.81
11/14/2014,110.08
11/17/2014,110.09
11/18/2014,111.25
11/19/2014,110.8
11/20/2014,111.46
11/21/2014,112.66
11/24/2014,112.38
11/25/2014,112.12
11/26/2014,112.21
11/28/2014,109.56
12/1/2014,108.5
12/2/2014,109.14
12/3/2014,110.97
12/4/2014,111.05
12/5/2014,111.14
12/8/2014,109.42
12/9/2014,109.93
12/10/2014,107.46
12/11/2014,107.42
12/12/2014,104.55
12/15/2014,103.78
12/16/2014,103.33
12/17/2014,106.23
12/18/2014,106.43
12/19/2014,107.61
12/22/2014,107.56
12/23/2014,108.44
12/24/2014,108.26
12/26/2014,108.73
12/29/2014,108.66
12/30/2014,108.5
12/31/2014,107.39
1/2/2015,107.75
1/5/2015,104.7
1/6/2015,103.76
