Date,Close
1/3/2006,60.76
1/4/2006,61.21
1/5/2006,61.68
1/6/2006,62.26
1/9/2006,62.79
1/10/2006,63.17
1/11/2006,63.27
1/12/2006,63.09
1/13/2006,62.31
1/17/2006,62.06
1/18/2006,62.05
1/19/2006,62.83
1/20/2006,62.22
1/23/2006,62.5
1/24/2006,62.97
1/25/2006,63.01
1/26/2006,63.22
1/27/2006,63.93
1/30/2006,63.88
1/31/2006,64.05
2/1/2006,64.35
2/2/2006,63.9
2/3/2006,63.34
2/6/2006,63.58
2/7/2006,63.08
2/8/2006,62.8
2/9/2006,63.1
2/10/2006,63.16
2/13/2006,63.25
2/14/2006,63.6
2/15/2006,64.16
2/16/2006,64.59
2/17/2006,65.28
2/21/2006,65.2
2/22/2006,65.93
2/23/2006,65.82
2/24/2006,65.47
2/27/2006,65.48
2/28/2006,65.24
3/1/2006,65.62
3/2/2006,65.54
3/3/2006,65.18
3/6/2006,66.36
3/7/2006,65.56
3/8/2006,65.9
3/9/2006,66.44
3/10/2006,67.04
3/13/2006,66.6
3/14/2006,67.08
3/15/2006,68.35
3/16/2006,69.06
3/17/2006,69.68
3/21/2006,67.32
3/22/2006,67.47
3/23/2006,67.65
3/24/2006,67.55
3/27/2006,66.77
3/28/2006,67.51
3/29/2006,68.77
3/30/2006,67.78
3/31/2006,67.92
4/3/2006,66.75
4/4/2006,66.29
4/5/2006,66.65
4/6/2006,66.38
4/7/2006,65.38
4/10/2006,64.76
4/11/2006,64.6
4/12/2006,64.6
4/13/2006,63.75
4/17/2006,63.57
4/18/2006,65.12
4/19/2006,65.92
4/20/2006,65.99
4/21/2006,66
4/24/2006,65.66
4/25/2006,65.16
4/26/2006,64.96
4/27/2006,65.37
4/28/2006,65.61
5/1/2006,64.82
5/2/2006,64.16
5/3/2006,64.28
5/4/2006,65.19
5/5/2006,66.03
5/8/2006,66.32
5/9/2006,66.29
5/10/2006,66.05
5/11/2006,64.83
5/12/2006,64.01
5/15/2006,64.89
5/16/2006,64.64
5/17/2006,63.43
5/18/2006,62.94
5/19/2006,63.09
5/22/2006,62.92
5/23/2006,62.23
5/24/2006,62.33
5/25/2006,63.5
5/26/2006,64.26
5/30/2006,63.73
5/31/2006,63.84
6/1/2006,65.01
6/2/2006,65.76
6/5/2006,66.08
6/6/2006,65.29
6/7/2006,65.75
6/8/2006,65.61
6/9/2006,66.04
6/12/2006,65.25
6/13/2006,64.58
6/14/2006,64.03
6/15/2006,65.37
6/16/2006,65.24
6/19/2006,64.79
6/20/2006,64.45
6/21/2006,65.2
6/22/2006,64.74
6/23/2006,64.25
6/27/2006,64.18
6/28/2006,64.37
6/29/2006,65.8
6/30/2006,66.3
7/5/2006,67.42
7/6/2006,67.58
7/7/2006,67.3
7/10/2006,67.83
7/11/2006,67.94
7/12/2006,68.12
