Date,Close
1/3/2017,122.46
1/4/2017,123.2
1/5/2017,123.29
1/6/2017,124.42
1/9/2017,124.64
1/10/2017,124.63
1/11/2017,125.39
1/12/2017,125.01
1/13/2017,125.5
1/17/2017,124.8
1/18/2017,125.28
1/19/2017,124.92
1/20/2017,125.59
1/23/2017,125.65
1/24/2017,126.99
1/25/2017,128.35
1/26/2017,128.03
1/27/2017,128.39
1/30/2017,127.35
1/31/2017,126.74
2/1/2017,127.65
2/2/2017,127.71
2/3/2017,128.73
2/6/2017,128.91
2/7/2017,129.37
2/8/2017,129.59
2/9/2017,130.22
2/10/2017,130.53
2/13/2017,131.25
2/14/2017,131.72
2/15/2017,132.3
2/16/2017,132.48
2/17/2017,132.87
2/21/2017,133.66
2/22/2017,133.83
2/23/2017,133.52
2/24/2017,133.79
2/27/2017,133.82
2/28/2017,133
3/1/2017,134.87
3/2/2017,133.87
3/3/2017,134.1
3/6/2017,133.85
3/7/2017,133.96
3/8/2017,134.12
3/9/2017,134.04
3/10/2017,134.73
3/13/2017,134.91
3/14/2017,134.54
3/15/2017,135.4
3/16/2017,135.77
3/17/2017,135.79
3/20/2017,135.97
3/21/2017,133.78
3/22/2017,134.79
3/23/2017,134.46
3/24/2017,134.19
3/27/2017,134.29
3/28/2017,135.22
3/29/2017,135.54
3/30/2017,135.68
3/31/2017,135.63
4/3/2017,135.23
4/4/2017,135.15
4/5/2017,134.66
4/6/2017,134.72
4/7/2017,134.63
4/10/2017,134.56
4/11/2017,134.09
4/12/2017,133.4
4/13/2017,132.9
4/17/2017,134.16
4/18/2017,134.13
4/19/2017,134.15
4/20/2017,135.51
4/21/2017,135.41
4/24/2017,137.21
4/25/2017,138.06
4/26/2017,137.74
4/27/2017,138.59
4/28/2017,138.8
5/1/2017,140.04
5/2/2017,140.32
5/3/2017,140.07
5/4/2017,140.27
5/5/2017,140.92
5/8/2017,141.39
5/9/2017,141.69
5/10/2017,142.24
5/11/2017,142.05
5/12/2017,142.44
5/15/2017,143.4
5/16/2017,144.2
5/17/2017,140.05
5/18/2017,140.73
5/19/2017,141.53
5/22/2017,142.98
5/23/2017,143.1
5/24/2017,143.8
5/25/2017,144.96
5/26/2017,144.96
5/30/2017,145.32
5/31/2017,144.92
6/1/2017,145.63
6/2/2017,146.96
6/5/2017,147.12
6/6/2017,146.88
6/7/2017,147.2
6/8/2017,147.79
6/9/2017,143.69
6/12/2017,142.6
6/13/2017,143.84
6/14/2017,143.01
6/15/2017,142.34
6/16/2017,142.11
6/19/2017,144.4
6/20/2017,143.2
6/21/2017,144.17
6/22/2017,144.39
6/23/2017,145.34
6/26/2017,144.56
6/27/2017,142.13
6/28/2017,143.57
6/29/2017,141.03
6/30/2017,140.84
7/3/2017,139.7
7/5/2017,141.14
7/6/2017,139.87
7/7/2017,141.7
7/10/2017,142.73
7/11/2017,143.28
7/12/2017,145.24
7/13/2017,145.59
7/14/2017,146.78
7/17/2017,146.87
7/18/2017,147.57
7/19/2017,148.46
7/20/2017,148.6
7/21/2017,148.28
7/24/2017,148.87
7/25/2017,148.69
7/26/2017,148.96
